sl no,Detection Name,Category,TTP,Severity
1255,HackTool - Hashcat Password Cracker Execution,windows,T1110.002,high
1256,HackTool - HollowReaper Execution,windows,T1055.012,high
1257,HackTool - Htran/NATBypass Execution,windows,T1090,high
1258,HackTool - Hydra Password Bruteforce Execution,windows,"T1110, T1110.001",high
1259,HackTool - Impacket File Indicators,windows,T1003.001,high
1260,HackTool - Impacket Tools Execution,windows,T1557.001,high
1261,HackTool - Impersonate Execution,windows,"T1134.001, T1134.003",medium
1262,HackTool - Inveigh Execution,windows,T1003.001,critical
1263,HackTool - Inveigh Execution Artefacts,windows,T1219.002,critical
1264,HackTool - Jlaive In-Memory Assembly Execution,windows,T1059.003,medium
1265,HackTool - Koadic Execution,windows,"T1059.003, T1059.005, T1059.007",high
1266,HackTool - Koh Default Named Pipe,windows,"T1528, T1134.001",critical
1267,HackTool - KrbRelay Execution,windows,T1558.003,high
1268,HackTool - KrbRelayUp Execution,windows,"T1558.003, T1550.003",high
1269,HackTool - LaZagne Execution,windows,,medium
1270,HackTool - LittleCorporal Generated Maldoc Injection,windows,"T1204.002, T1055.003",high
1271,HackTool - LocalPotato Execution,windows,,high
1272,HackTool - Mimikatz Execution,windows,"T1003.001, T1003.002, T1003.004, T1003.005, T1003.006",high
1273,HackTool - Mimikatz Kirbi File Creation,windows,T1558,critical
1274,HackTool - NetExec Execution,windows,"T1018, T1021",high
1275,HackTool - NetExec File Indicators,windows,"T1021.002, T1059.005",high
1276,HackTool - NoFilter Execution,windows,"T1134, T1134.001",high
1277,HackTool - NPPSpy Hacktool Usage,windows,,high
1278,HackTool - PCHunter Execution,windows,"T1082, T1057, T1012, T1083, T1007",high
1279,HackTool - Potential CobaltStrike Process Injection,windows,T1055.001,high
1280,HackTool - Potential Impacket Lateral Movement Activity,windows,"T1047, T1021.003",high
1281,HackTool - Potential Remote Credential Dumping Activity Via CrackMapExec Or Impacket-Secretsdump,windows,T1003,high
1282,HackTool - PowerTool Execution,windows,T1685,high
1283,HackTool - Powerup Write Hijack DLL,windows,T1574.001,high
1284,HackTool - PPID Spoofing SelectMyParent Tool Execution,windows,T1134.004,high
1285,HackTool - PurpleSharp Execution,windows,T1587,critical
1286,HackTool - Pypykatz Credentials Dumping Activity,windows,T1003.002,high
1287,HackTool - Quarks PwDump Execution,windows,T1003.002,high
1288,HackTool - QuarksPwDump Dump File,windows,T1003.002,critical
1289,HackTool - RedMimicry Winnti Playbook Execution,windows,"T1106, T1059.003, T1218.011",high
1290,HackTool - RemoteKrbRelay Execution,windows,T1558.003,high
1291,HackTool - RemoteKrbRelay SMB Relay Secrets Dump Module Indicators,windows,T1219.002,high
1292,HackTool - Rubeus Execution,windows,"T1003, T1558.003, T1550.003",critical
1293,HackTool - Rubeus Execution - ScriptBlock,windows,"T1003, T1558.003, T1550.003",high
1294,HackTool - SafetyKatz Dump Indicator,windows,T1003.001,high
1295,HackTool - SafetyKatz Execution,windows,T1003.001,critical
1296,HackTool - SecurityXploded Execution,windows,T1555,critical
1297,HackTool - SharpChisel Execution,windows,T1090.001,high
1298,HackTool - SharpDPAPI Execution,windows,"T1134.001, T1134.003",high
1299,HackTool - SharPersist Execution,windows,T1053,high
1300,HackTool - SharpEvtMute DLL Load,windows,T1685.001,high
1301,HackTool - SharpEvtMute Execution,windows,T1685.001,high
1302,HackTool - SharpImpersonation Execution,windows,"T1134.001, T1134.003",high
1303,HackTool - SharpLDAPmonitor Execution,windows,,medium
1304,HackTool - SharpLdapWhoami Execution,windows,T1033,high
1305,HackTool - SharpMove Tool Execution,windows,T1021.002,high
1306,HackTool - SharpUp PrivEsc Tool Execution,windows,"T1615, T1569.002, T1574.005",critical
1307,HackTool - SharpView Execution,windows,"T1049, T1069.002, T1482, T1135, T1033",high
1308,HackTool - SharpWSUS/WSUSpendu Execution,windows,T1210,high
1309,HackTool - SILENTTRINITY Stager DLL Load,windows,T1071,high
1310,HackTool - SILENTTRINITY Stager Execution,windows,T1071,high
1311,HackTool - Sliver C2 Implant Activity Pattern,windows,T1059,critical
1312,HackTool - SOAPHound Execution,windows,T1087,high
1313,HackTool - Stracciatella Execution,windows,"T1059, T1685",high
1314,HackTool - SysmonEnte Execution,windows,T1685.001,high
1315,HackTool - SysmonEOP Execution,windows,T1068,critical
1316,HackTool - TruffleSnout Execution,windows,T1482,high
1317,HackTool - Typical HiveNightmare SAM File Export,windows,T1552.001,high
1318,HackTool - UACMe Akagi Execution,windows,T1548.002,high
1319,HackTool - Windows Credential Editor (WCE) Execution,windows,T1003.001,critical
1320,HackTool - winPEAS Execution,windows,"T1082, T1087, T1046",high
1321,HackTool - WinPwn Execution,windows,"T1046, T1082, T1106, T1518, T1548.002, T1552.001, T1555, T1555.003",high
1322,HackTool - WinPwn Execution - ScriptBlock,windows,"T1046, T1082, T1106, T1518, T1548.002, T1552.001, T1555, T1555.003",high
1323,HackTool - WinRM Access Via Evil-WinRM,windows,T1021.006,medium
1324,HackTool - Wmiexec Default Powershell Command,windows,,high
1325,HackTool - WSASS Execution,windows,T1003.001,high
1326,HackTool - XORDump Execution,windows,"T1036, T1003.001",high
1327,Hacktool Execution - Imphash,windows,"T1588.002, T1003",critical
1328,Hacktool Execution - PE Metadata,windows,"T1588.002, T1003",high
1329,HackTool Named File Stream Created,windows,T1564.004,high
1330,Hacktool Ruler,windows,"T1087, T1114, T1059, T1550.002",high
1331,HackTool Service Registration or Execution,windows,T1569.002,high
1332,Hardware Model Reconnaissance Via Wmic.EXE,windows,T1047,medium
1333,Harvesting Of Wifi Credentials Via Netsh.EXE,windows,T1040,medium
1334,HH.EXE Execution,windows,T1218.001,low
1335,Hidden Executable In NTFS Alternate Data Stream,windows,T1564.004,medium
1336,Hidden Local User Creation,windows,T1136.001,high
1337,Hidden Powershell in Link File Pattern,windows,T1059.001,medium
1338,Hide Schedule Task Via Index Value Tamper,windows,T1685,high
1339,Hiding Files with Attrib.exe,windows,T1564.001,medium
1340,Hiding User Account Via SpecialAccounts Registry Key,windows,T1564.002,high
1341,Hiding User Account Via SpecialAccounts Registry Key - CommandLine,windows,T1564.002,medium
1342,Hijack Legit RDP Session to Move Laterally,windows,T1219.002,high
1343,HKTL - SharpSuccessor Privilege Escalation Tool Execution,windows,T1068,high
1344,HTML Help HH.EXE Suspicious Child Process,windows,"T1047, T1059.001, T1059.003, T1059.005, T1059.007, T1218, T1218.001, T1218.010, T1218.011, T1566, T1566.001",high
1345,HTTP Logging Disabled On IIS Server,windows,"T1685.001, T1505.004",high
1346,HybridConnectionManager Service Installation,windows,T1554,high
1347,HybridConnectionManager Service Installation - Registry,windows,T1608,high
1348,HybridConnectionManager Service Running,windows,T1554,high
1349,Hypervisor Enforced Paging Translation Disabled,windows,T1685,high
1350,Hypervisor-protected Code Integrity (HVCI) Related Registry Tampering Via CommandLine,windows,T1685,high
1351,IE Change Domain Zone,windows,T1137,medium
1352,IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols,windows,,high
1353,IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols Via CLI,windows,,high
1354,Ie4uinit Lolbin Use From Invalid Path,windows,T1218,medium
1355,IIS Native-Code Module Command Line Installation,windows,T1505.003,medium
1356,IIS WebServer Access Logs Deleted,windows,T1070,medium
1357,IIS WebServer Log Deletion via CommandLine Utilities,windows,T1070,medium
1358,ImagingDevices Unusual Parent/Child Processes,windows,,high
1359,Impacket PsExec Execution,windows,T1021.002,high
1360,Import LDAP Data Interchange Format File Via Ldifde.EXE,windows,"T1218, T1105",medium
1361,Import PowerShell Modules From Suspicious Directories,windows,T1059.001,medium
1362,Import PowerShell Modules From Suspicious Directories - ProcCreation,windows,T1059.001,medium
1363,Important Scheduled Task Deleted or Disabled,windows,T1489,high
1364,Important Scheduled Task Deleted/Disabled,windows,T1053.005,high
1365,Important Windows Event Auditing Disabled,windows,T1685.001,high
1366,Important Windows Eventlog Cleared,windows,T1685.005,high
1367,Important Windows Service Terminated Unexpectedly,windows,,high
1368,Important Windows Service Terminated With Error,windows,,high
1369,Imports Registry Key From a File,windows,T1112,medium
1370,Imports Registry Key From an ADS,windows,T1112,high
1371,Indirect Command Execution By Program Compatibility Wizard,windows,T1218,low
1372,Indirect Command Execution From Script File Via Bash.EXE,windows,T1202,medium
1373,Indirect Command Execution via SFTP ProxyCommand,windows,T1202,medium
1374,Indirect Inline Command Execution Via Bash.EXE,windows,T1202,medium
1375,InfDefaultInstall.exe .inf Execution,windows,T1218,medium
1376,Insecure Proxy/DOH Transfer Via Curl.EXE,windows,,medium
1377,Insecure Transfer Via Curl.EXE,windows,,medium
1378,Insensitive Subfolder Search Via Findstr.EXE,windows,"T1218, T1564.004, T1552.001, T1105",low
1379,Install New Package Via Winget Local Manifest,windows,T1059,medium
1380,Installation of TeamViewer Desktop,windows,T1219.002,medium
1381,Installation of WSL Kali-Linux,windows,T1059,high
1382,Interactive AT Job,windows,T1053.002,high
1383,Interesting Service Enumeration Via Sc.EXE,windows,T1003,low
1384,Internet Explorer Autorun Keys Modification,windows,T1547.001,medium
1385,Internet Explorer DisableFirstRunCustomize Enabled,windows,,medium
1386,Invocation of Active Directory Diagnostic Tool (ntdsutil.exe),windows,T1003.003,medium
1387,Invoke-Obfuscation CLIP+ Launcher,windows,"T1027, T1059.001",high
1388,Invoke-Obfuscation CLIP+ Launcher - PowerShell,windows,"T1027, T1059.001",high
1389,Invoke-Obfuscation CLIP+ Launcher - PowerShell Module,windows,"T1027, T1059.001",high
1390,Invoke-Obfuscation CLIP+ Launcher - Security,windows,"T1027, T1059.001",high
1391,Invoke-Obfuscation CLIP+ Launcher - System,windows,"T1027, T1059.001",high
1392,Invoke-Obfuscation COMPRESS OBFUSCATION,windows,"T1027, T1059.001",medium
1393,Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell,windows,"T1027, T1059.001",medium
1394,Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell Module,windows,"T1027, T1059.001",medium
1395,Invoke-Obfuscation COMPRESS OBFUSCATION - Security,windows,"T1027, T1059.001",medium
1396,Invoke-Obfuscation COMPRESS OBFUSCATION - System,windows,"T1027, T1059.001",medium
1397,Invoke-Obfuscation Obfuscated IEX Invocation,windows,"T1027, T1059.001",high
1398,Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell,windows,"T1027, T1059.001",high
1399,Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell Module,windows,"T1027, T1059.001",high
1400,Invoke-Obfuscation Obfuscated IEX Invocation - Security,windows,T1027,high
1401,Invoke-Obfuscation Obfuscated IEX Invocation - System,windows,T1027,high
1402,Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell,windows,"T1027, T1059.001",medium
1403,Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell Module,windows,"T1027, T1059.001",medium
1404,Invoke-Obfuscation RUNDLL LAUNCHER - Security,windows,"T1027, T1059.001",medium
1405,Invoke-Obfuscation RUNDLL LAUNCHER - System,windows,"T1027, T1059.001",medium
1406,Invoke-Obfuscation STDIN+ Launcher,windows,"T1027, T1059.001",high
1407,Invoke-Obfuscation STDIN+ Launcher - Powershell,windows,"T1027, T1059.001",high
1408,Invoke-Obfuscation STDIN+ Launcher - PowerShell Module,windows,"T1027, T1059.001",high
1409,Invoke-Obfuscation STDIN+ Launcher - Security,windows,"T1027, T1059.001",high
1410,Invoke-Obfuscation STDIN+ Launcher - System,windows,"T1027, T1059.001",high
1411,Invoke-Obfuscation VAR+ Launcher,windows,"T1027, T1059.001",high
1412,Invoke-Obfuscation VAR+ Launcher - PowerShell,windows,"T1027, T1059.001",high
1413,Invoke-Obfuscation VAR+ Launcher - PowerShell Module,windows,"T1027, T1059.001",high
1414,Invoke-Obfuscation VAR+ Launcher - Security,windows,"T1027, T1059.001",high
1415,Invoke-Obfuscation VAR+ Launcher - System,windows,"T1027, T1059.001",high
1416,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION,windows,"T1027, T1059.001",high
1417,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell,windows,"T1027, T1059.001",high
1418,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell Module,windows,"T1027, T1059.001",high
1419,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - Security,windows,"T1027, T1059.001",high
1420,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - System,windows,"T1027, T1059.001",high
1421,Invoke-Obfuscation Via Stdin,windows,"T1027, T1059.001",high
1422,Invoke-Obfuscation Via Stdin - Powershell,windows,"T1027, T1059.001",high
1423,Invoke-Obfuscation Via Stdin - PowerShell Module,windows,"T1027, T1059.001",high
1424,Invoke-Obfuscation Via Stdin - Security,windows,"T1027, T1059.001",high
1425,Invoke-Obfuscation Via Stdin - System,windows,"T1027, T1059.001",high
1426,Invoke-Obfuscation Via Use Clip,windows,"T1027, T1059.001",high
1427,Invoke-Obfuscation Via Use Clip - Powershell,windows,"T1027, T1059.001",high
1428,Invoke-Obfuscation Via Use Clip - PowerShell Module,windows,"T1027, T1059.001",high
1429,Invoke-Obfuscation Via Use Clip - Security,windows,"T1027, T1059.001",high
1430,Invoke-Obfuscation Via Use Clip - System,windows,"T1027, T1059.001",high
1431,Invoke-Obfuscation Via Use MSHTA,windows,"T1027, T1059.001",high
1432,Invoke-Obfuscation Via Use MSHTA - PowerShell,windows,"T1027, T1059.001",high
1433,Invoke-Obfuscation Via Use MSHTA - PowerShell Module,windows,"T1027, T1059.001",high
1434,Invoke-Obfuscation Via Use MSHTA - Security,windows,"T1027, T1059.001",high
1435,Invoke-Obfuscation Via Use MSHTA - System,windows,"T1027, T1059.001",high
1436,Invoke-Obfuscation Via Use Rundll32 - PowerShell,windows,"T1027, T1059.001",high
1437,Invoke-Obfuscation Via Use Rundll32 - PowerShell Module,windows,"T1027, T1059.001",high
1438,Invoke-Obfuscation Via Use Rundll32 - Security,windows,"T1027, T1059.001",high
1439,Invoke-Obfuscation Via Use Rundll32 - System,windows,"T1027, T1059.001",high
1440,ISATAP Router Address Was Set,windows,"T1557, T1565.002",medium
1441,ISO File Created Within Temp Folders,windows,T1566.001,high
1442,ISO Image Mounted,windows,T1566.001,medium
1443,ISO or Image Mount Indicator in Recent Files,windows,T1566.001,medium
1444,Java Running with Remote Debugging,windows,T1203,medium
1445,JScript Compiler Execution,windows,T1127,low
1446,Kavremover Dropped Binary LOLBIN Usage,windows,T1127,high
1447,Kerberoasting Activity - Initial Query,windows,T1558.003,medium
1448,Kerberos Manipulation,windows,T1212,high
1449,Kernel Memory Dump Via LiveKD,windows,,high
1450,KrbRelayUp Service Installation,windows,T1543,high
1451,Launch-VsDevShell.PS1 Proxy Execution,windows,T1216.001,medium
1452,Legitimate Application Dropped Archive,windows,T1218,high
1453,Legitimate Application Dropped Executable,windows,T1218,high
